PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT
25378290,McQueen MB,Native American,NR,U.S.
25378659,Lemaitre RN,European,NR,U.S.
25378659,Lemaitre RN,European,NR,U.S.
25372704,Mtatiro SN,Sub-Saharan African,NR,United Republic of Tanzania
25367360,Li Q,European,NR,"Finland, U.S., Australia, Italy, Netherlands, Germany, U.K., Croatia"
25367360,Li Q,South Asian,NR,Singapore
25367360,Li Q,South East Asian,NR,Singapore
25364816,Awata T,East Asian,NR,Japan
25364816,Awata T,East Asian,NR,Japan
25456346,Nievergelt CM,"Hispanic or Latin American, Native American",NR,U.S.
25456346,Nievergelt CM,African American or Afro-Caribbean,NR,U.S.
25456346,Nievergelt CM,European,NR,U.S.
25352340,Benyamin B,European,NR,"Australia, Italy, Netherlands, Germany, U.K., Estonia"
25352340,Benyamin B,European,NR,"Italy, U.K., Switzerland, Estonia"
25352340,Benyamin B,European,NR,"Italy, U.K., Switzerland, Estonia"
25352340,Benyamin B,European,NR,"Australia, Italy, Netherlands, Germany, U.K., Estonia"
25352340,Benyamin B,European,NR,"Australia, Italy, Netherlands, Germany, U.K., Estonia"
25352340,Benyamin B,European,NR,"Italy, U.K., Switzerland, Estonia"
25353672,Fernandez-Navarro P,European,NR,Spain
25350695,Postmus I,European,NR,"Finland, Sweden, Netherlands, U.K., Norway, Denmark"
25344690,Feenstra B,European,NR,Denmark
25344690,Feenstra B,European,NR,Denmark
25344690,Feenstra B,European,NR,Denmark
25344690,Feenstra B,European,NR,Denmark
25344690,Feenstra B,European,NR,Denmark
25344690,Feenstra B,European,NR,Denmark
25342443,Lindstrom S,European,NR,Australia
25342443,Lindstrom S,European,NR,"Sweden, U.S., Poland, U.K., Spain"
25342443,Lindstrom S,Other,NR,U.S.
25342443,Lindstrom S,NR,NR,U.S.
25342443,Lindstrom S,European,NR,Australia
25342443,Lindstrom S,European,NR,"Sweden, U.S., Poland, U.K., Spain"
25342443,Lindstrom S,Other,NR,U.S.
25342443,Lindstrom S,European,NR,Australia
25342443,Lindstrom S,Other,NR,U.S.
25338677,Kariuki SN,European,NR,U.S.
25338677,Kariuki SN,African American or Afro-Caribbean,NR,U.S.
25340798,Kauwe JS,NR,NR,NR
25335168,Hashimoto R,East Asian,NR,Japan
25729143,Ahmetov I,Other,NR,Russian Federation
25327703,Fejerman L,Hispanic or Latin American,NR,U.S.
25329471,van Leeuwen EM,European,NR,Netherlands
25329471,van Leeuwen EM,European,NR,"Finland, U.S., Netherlands"
25457201,de Tayrac M,European,NR,France
25457201,de Tayrac M,European,NR,"Italy, France"
25328121,Lee JY,East Asian,NR,Republic of Korea
25310577,Evans TJ,European,NR,Australia
25310577,Evans TJ,European,NR,France
25310821,Kim JH,East Asian,NR,Republic of Korea
25451450,Jacobsen KK,European,NR,U.S.
25451450,Jacobsen KK,European,NR,NR
25305756,Kiryluk K,East Asian,NR,China
25305756,Kiryluk K,European,NR,"U.S., Italy, France"
25305756,Kiryluk K,East Asian,NR,"China, Japan"
25305756,Kiryluk K,European,NR,"Poland, Czech Republic, Italy, Turkey, Germany, U.K., Hungary, France"
25297839,Crosslin DR,African unspecified,NR,U.S.
25411281,Dashti HS,European,NR,U.S.
25293881,Patel YM,European,NR,U.S.
25293881,Patel YM,African American or Afro-Caribbean,NR,U.S.
25293881,Patel YM,Hispanic or Latin American,NR,U.S.
25293881,Patel YM,East Asian,NR,U.S.
25293881,Patel YM,European,NR,U.S.
25293881,Patel YM,Hispanic or Latin American,NR,U.S.
25293881,Patel YM,East Asian,NR,U.S.
25293881,Patel YM,Oceanian,NR,U.S.
25288136,Cornelis MC,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Greece, Germany, U.K., Switzerland, Estonia, Denmark"
25288136,Cornelis MC,European,NR,"Sweden, U.S., Australia, Netherlands, U.K., Estonia"
25288136,Cornelis MC,African American or Afro-Caribbean,NR,U.S.
25288136,Cornelis MC,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Greece, Germany, U.K., Switzerland, Estonia, Denmark"
25284319,Sanchez-Mora C,European,NR,Spain
25284319,Sanchez-Mora C,European,NR,"Netherlands, Germany, Norway"
25282103,Wood AR,European,NR,NR
25282103,Wood AR,European,NR,NR
25281661,Matsuda K,European,NR,NR
25281659,van der Valk RJ,European,NR,"Finland, Sweden, U.S., Australia, Netherlands, Greece, Canada, Germany, U.K., Spain, Norway, Denmark"
25281659,van der Valk RJ,European,NR,"Finland, Sweden, U.S., Australia, Netherlands, Greece, Canada, Germany, U.K., Spain, Norway, Denmark"
25281659,van der Valk RJ,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Netherlands
25281659,van der Valk RJ,East Asian,NR,Singapore
25279986,Skibola CF,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Greece, Canada, Germany, U.K., Spain, France, Norway, Denmark"
25279986,Skibola CF,European,NR,U.S.
25271088,Singh A,European,NR,U.S.
25271088,Singh A,East Asian,NR,U.S.
25271088,Singh A,European,NR,U.S.
25089948,Theusch E,African American or Afro-Caribbean,NR,U.S.
25534755,Chaste P,European,NR,NR
25534755,Chaste P,NR,NR,NR
25317112,Oh S,East Asian,NR,Republic of Korea
25266886,Kim JJ,East Asian,NR,Republic of Korea
25266886,Kim JJ,East Asian,NR,Republic of Korea
25317111,Seo I,East Asian,NR,Republic of Korea
25261932,Cerhan JR,European,NR,U.S.
25256182,Foroud T,European,NR,"U.S., Poland, Australia, New Zealand"
25256182,Foroud T,European,NR,"Finland, Netherlands"
25256105,Freitag-Wolf S,European,Germany,Germany
25256105,Freitag-Wolf S,European,"Germany, Austria","Germany, Austria"
25303641,Zhang F,East Asian,NR,China
25249183,Lu X,East Asian,NR,China
25249183,Lu X,East Asian,NR,China
25249183,Lu X,East Asian,NR,China
25246029,DiStefano JK,European,NR,U.S.
25248455,Ek WE,European,NR,Sweden
25248455,Ek WE,European,NR,"Sweden, U.S., Italy, Greece, Belgium, Germany"
25241763,Springelkamp H,European,NR,"U.S., Australia, Netherlands, Germany, U.K."
25241763,Springelkamp H,East Asian,NR,"Singapore, China"
25241763,Springelkamp H,South East Asian,NR,Singapore
25245031,Luneburg N,European,NR,Germany
25245031,Luneburg N,NR,NR,U.S.
25241909,Lee JH,European,NR,NR
25245031,Luneburg N,European,NR,Germany
25245031,Luneburg N,NR,NR,U.S.
25245031,Luneburg N,European,NR,Germany
25245031,Luneburg N,European,NR,Germany
25241909,Lee JH,European,NR,NR
25352737,Ritchie MD,European,NR,U.S.
25352737,Ritchie MD,African unspecified,NR,U.S.
25352737,Ritchie MD,Other,NR,U.S.
25352737,Ritchie MD,"European, African unspecified, Other",NR,U.S.
25240745,Lopez S,European,NR,NR
25234806,Dijkstra AE,European,NR,Netherlands
25234806,Dijkstra AE,European,NR,Netherlands
25237182,Erickson SW,European,NR,U.S.
25233373,Simpson CL,NR,NR,U.K.
25234806,Dijkstra AE,European,NR,Netherlands
25234806,Dijkstra AE,European,NR,"U.S., Bulgaria, Czech Republic, Netherlands, Ukraine, Canada, U.K., Spain, Norway, Denmark"
25233373,Simpson CL,European,NR,"Italy, Germany"
25233373,Simpson CL,European,NR,"Australia, U.K., Croatia"
25233373,Simpson CL,NR,NR,U.K.
25223902,Go MJ,East Asian,NR,Republic of Korea
25223902,Go MJ,East Asian,NR,Republic of Korea
25226531,St Pourcain B,European,NR,"Finland, Australia, Netherlands, U.K."
25224454,Li J,African American or Afro-Caribbean,NR,U.S.
25224454,Li J,African American or Afro-Caribbean,NR,U.S.
25221879,Wu K,European,NR,NR
25217961,Al Olama AA,European,NR,"Finland, Sweden, U.S., Poland, Bulgaria, Australia, Italy, Netherlands, Portugal, Greece, Germany, U.K., Spain, Denmark"
25217961,Al Olama AA,Hispanic or Latin American,NR,U.S.
25217962,Heap GA,NR,NR,U.K.
25217962,Heap GA,European,NR,U.K.
25218607,Coleman EA,European,NR,NR
25223841,Li J,European,NR,NR
25223841,Li J,European,NR,NR
25214527,Dube MP,European,NR,Canada
25208829,Anderson D,European,NR,NR
25208829,Anderson D,NR,NR,NR
25208887,Ma Q,European,NR,"U.S., Republic of Ireland"
25201287,Del-Aguila JL,African American or Afro-Caribbean,NR,U.S.
25199915,Broer L,European,NR,"U.S., Italy, Netherlands, Denmark"
25201988,Rietveld CA,European,NR,NR
25192705,Du M,European,NR,NR
25188341,Beecham GW,NR,NR,NR
25188341,Beecham GW,NR,NR,NR
25188341,Beecham GW,NR,NR,NR
25188341,Beecham GW,NR,NR,NR
25189868,Sung YJ,NR,NR,U.S.
25186300,Terao C,East Asian,NR,Japan
25187374,Hwang JY,East Asian,NR,"Republic of Korea, Singapore, China, Philippines, Japan"
25187374,Hwang JY,East Asian,NR,"Republic of Korea, China, Japan"
25410890,Frau F,European,NR,Italy
25410890,Frau F,European,NR,NR
25072098,Bloom AJ,African American or Afro-Caribbean,NR,U.S.
25173107,Chen Y,East Asian,NR,"China, China, Hong Kong SAR"
25173106,Hysi PG,"South Asian, South East Asian, East Asian",NR,"Singapore, China"
25173106,Hysi PG,European,NR,"U.S., Australia, Netherlands, Germany, U.K., France"
25173105,Gharahkhani P,European,NR,Australia
25173105,Gharahkhani P,European,NR,"U.S., Australia"
25130324,Cai DC,NR,NR,Netherlands
25130324,Cai DC,European,NR,Germany
25162662,Liao M,East Asian,NR,China
25145502,Tang S,East Asian,NR,China
25134534,Chen K,East Asian,NR,China
25138779,Mitchell LE,European,NR,U.S.
25138779,Mitchell LE,Other,NR,U.S.
25133637,Scannell Bryan M,South Asian,NR,Bangladesh
25133637,Scannell Bryan M,South Asian,NR,Bangladesh
25133637,Scannell Bryan M,South Asian,NR,Bangladesh
25138779,Mitchell LE,Other,NR,U.S.
25138779,Mitchell LE,European,NR,U.S.
25133637,Scannell Bryan M,South Asian,NR,Bangladesh
25129146,Wu C,East Asian,NR,China
25014791,Govind N,Sub-Saharan African,South Africa,South Africa
25117820,Schneider BP,European,NR,U.S.
25117820,Schneider BP,European,NR,U.S.
25111785,Jamain S,European,France,France
25111785,Jamain S,European,NR,Germany
25111785,Jamain S,NR,NR,"U.S., U.K."
25109461,Ollila HM,European,NR,Finland
25109461,Ollila HM,European,NR,Finland
25108383,Geller F,European,NR,Denmark
25108383,Geller F,European,NR,"Sweden, Netherlands, Denmark"
25108386,Hou S,East Asian,NR,China
25108386,Hou S,East Asian,NR,China
25102180,Ng MC,African American or Afro-Caribbean,NR,U.S.
25102180,Ng MC,African American or Afro-Caribbean,NR,U.S.
25102180,Ng MC,European,NR,NR
25096692,Chung WH,Asian unspecified,NR,Malaysia
25147783,Keene KL,African unspecified,NR,"U.S., Canada, U.K."
25147783,Keene KL,Other,NR,"U.S., Canada, U.K."
25096241,Keller MF,East Asian,NR,Japan
25096241,Keller MF,European,NR,NR
25096241,Keller MF,African American or Afro-Caribbean,NR,U.S.
25096241,Keller MF,East Asian,NR,Japan
25096241,Keller MF,African American or Afro-Caribbean,NR,U.S.
25096241,Keller MF,East Asian,NR,Japan
25096241,Keller MF,European,NR,NR
25086665,Wolpin BM,European,NR,"Finland, Sweden, U.S., Italy, Netherlands, Greece, Canada, Germany, U.K., Spain, France, Norway, Denmark"
25085501,Bunyavanich S,European,NR,"U.S., Barbados, Mexico"
25085501,Bunyavanich S,Hispanic or Latin American,NR,"U.S., Barbados, Mexico"
25085501,Bunyavanich S,European,NR,"U.S., Barbados, Mexico"
25085501,Bunyavanich S,African American or Afro-Caribbean,NR,"U.S., Barbados, Mexico"
25085501,Bunyavanich S,Hispanic or Latin American,NR,"U.S., Barbados, Mexico"
24528284,Ji Y,European,NR,U.S.
24869959,Jacobs LC,European,NR,"U.K., Netherlands"
25082827,Julia A,European,Spain,"U.S., Spain"
25082827,Julia A,European,Spain,Spain
25080503,Kwan JS,European,NR,"Sweden, U.S., Italy"
25080503,Kwan JS,East Asian,NR,China
25087078,Anney RJ,European,NR,"Finland, U.S., Australia, Canada, Belgium, U.K., Republic of Ireland"
25087078,Anney RJ,"African American or Afro-Caribbean, European",NR,U.S.
25087078,Anney RJ,"NR, European",NR,U.K.
25087078,Anney RJ,East Asian,NR,"China, China, Hong Kong SAR"
25065397,Gialluisi A,NR,NR,"U.S., U.K."
25065397,Gialluisi A,NR,NR,"U.S., U.K."
25064009,Nalls MA,European,NR,"U.S., U.K."
25064009,Nalls MA,European,NR,NR
25064007,Nakajima M,East Asian,NR,Japan
25064007,Nakajima M,East Asian,NR,Japan
25057126,Ramos YF,European,NR,"Netherlands, U.K."
25057126,Ramos YF,European,NR,Netherlands
25231870,Perry JR,European,NR,NR
25055868,Sano M,East Asian,NR,Japan
25056061,Ripke S,European,NR,"Georgia, Iceland, The former Yugoslav Republic of Macedonia, Italy, Russian Federation, Serbia"
25056061,Ripke S,European,"Portugal, U.K., Republic of Ireland, Denmark","Finland, Sweden, U.S., Poland, Bulgaria, Czech Republic, Israel, Australia, Netherlands, Portugal, Latvia, Canada, Germany, U.K., Spain, Estonia, Austria, Hungary, Lithuania, France, Republic of Ireland, Norway, Denmark"
25056061,Ripke S,East Asian,NR,"Singapore, China, Japan"
25044758,Stergiakouli E,NR,NR,U.K.
25038754,Cai Q,European,NR,NR
25038754,Cai Q,East Asian,NR,"Republic of Korea, China, Japan"
25042611,Griffin PJ,African American or Afro-Caribbean,NR,U.S.
25042611,Griffin PJ,African American or Afro-Caribbean,NR,U.S.
25042611,Griffin PJ,East Asian,NR,NR
25035420,Hong KW,East Asian,NR,Japan
25035420,Hong KW,East Asian,NR,Republic of Korea
25035420,Hong KW,East Asian,NR,Japan
25030430,Zignego AL,European,NR,"U.S., Italy, U.K., France"
25030430,Zignego AL,European,NR,"U.S., Italy, France"
25027321,Hoffmann TJ,African American or Afro-Caribbean,NR,U.S.
25027321,Hoffmann TJ,Hispanic or Latin American,NR,U.S.
25028398,Weiss FU,European,NR,Germany
25027320,Ramirez A,European,NR,"U.S., Canada, Germany"
25027320,Ramirez A,NR,NR,Netherlands
25023989,Schmit SL,Other,NR,Israel
25023989,Schmit SL,European,NR,"U.S., Australia, Canada"
25017104,Kottyan LC,European,NR,U.S.
25010111,Bolton JL,European,NR,"Finland, Sweden, Italy, Netherlands, U.K., Croatia"
25010111,Bolton JL,European,NR,"Sweden, U.K."
25006744,Castaldi PJ,European,NR,U.S.
25006744,Castaldi PJ,African American or Afro-Caribbean,NR,U.S.
25008200,Feng P,European,NR,U.S.
25008200,Feng P,African American or Afro-Caribbean,NR,U.S.
25008200,Feng P,Other,NR,U.S.
25008200,Feng P,European,NR,Brazil
25008200,Feng P,African unspecified,NR,Brazil
25003214,Davis OS,European,NR,U.K.
25043464,Jun G,NR,NR,NR
25043464,Jun G,African American or Afro-Caribbean,NR,NR
25043464,Jun G,East Asian,NR,NR
25044411,Liao SY,European,NR,U.S.
24993907,Smolonska J,European,NR,Netherlands
24993907,Smolonska J,NR,NR,Netherlands
24993907,Smolonska J,"African American or Afro-Caribbean, European, Hispanic or Latin American",NR,U.S.
24983941,Tang W,European,NR,"Australia, Netherlands, Germany, U.K."
24980573,Song F,European,NR,"U.S., Israel, Australia"
24978480,Real LM,European,Spain,Spain
24978480,Real LM,European,Spain,Spain
24978480,Real LM,European,Spain,Spain
24974847,Fachal L,European,NR,Spain
24974847,Fachal L,European,NR,"U.S., U.K."
24931836,Diekstra FP,European,NR,"Sweden, U.S., Australia, Italy, Netherlands, Canada, Belgium, U.K., France, Republic of Ireland"
24931836,Diekstra FP,European,NR,"Sweden, Italy, Netherlands, Germany, Switzerland"
24931836,Diekstra FP,European,NR,"Sweden, U.S., Italy, Netherlands, Belgium, U.K., France, Republic of Ireland"
24974787,Meng W,European,NR,U.K.
24975945,Ganesh SK,European,NR,"U.S., Iceland"
24975945,Ganesh SK,East Asian,NR,China
24964207,Mullins N,European,NR,NR
24964207,Mullins N,European,NR,"Germany, U.K."
25009551,Kullo IJ,European,NR,U.S.
24963161,Chen P,East Asian,NR,"Singapore, Japan"
24952745,Arking DE,European,"Italy, Germany","Finland, U.S., Iceland, Italy, Netherlands, Germany, U.K., Croatia"
24952745,Arking DE,European,NR,"Finland, Sweden, Czech Republic, Cyprus, Italy, Netherlands, Germany, U.K., Spain, Austria"
24957906,Kuiper JJ,European,NR,"Netherlands, Spain"
24951543,Liao J,South East Asian,NR,Singapore
24951543,Liao J,South Asian,NR,Singapore
24951543,Liao J,East Asian,NR,"Singapore, China"
24950379,Metrustry SJ,European,NR,U.K.
24945404,Kemp JP,European,NR,"Netherlands, U.K."
24945404,Kemp JP,Other,NR,Netherlands
24945404,Kemp JP,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Netherlands
24954895,Simino J,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Germany, U.K., Switzerland, Spain, France"
24954895,Simino J,East Asian,NR,Singapore
24954895,Simino J,South Asian,NR,Singapore
24954895,Simino J,"South Asian, South East Asian, East Asian",NR,Singapore
24954895,Simino J,European,NR,"Finland, Sweden, U.S., Australia, Italy, Netherlands, Germany, U.K., Switzerland, Spain, France"
24954895,Simino J,East Asian,NR,Singapore
24954895,Simino J,South East Asian,NR,Singapore
24954895,Simino J,South Asian,NR,Singapore
24945404,Kemp JP,European,NR,"Netherlands, U.K."
24945404,Kemp JP,Other,NR,Netherlands
24945404,Kemp JP,European,NR,"Netherlands, U.K."
24940741,Chang SW,East Asian,NR,China
24940741,Chang SW,East Asian,NR,China
24942650,Terao C,East Asian,NR,Japan
24941225,Liang Y,East Asian,NR,China
24942650,Terao C,East Asian,NR,Japan
24938310,Nakano M,East Asian,NR,Japan
24938310,Nakano M,East Asian,NR,Japan
24939585,Fransen E,European,Belgium,Belgium
24934506,Eny KM,European,NR,Netherlands
24934506,Eny KM,European,NR,"U.S., Netherlands"
24929828,Loth DW,East Asian,NR,Republic of Korea
24929828,Loth DW,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Netherlands, Germany, U.K., Croatia, Denmark"
24929828,Loth DW,European,NR,"Sweden, U.S., Australia, Netherlands, Germany, U.K., Croatia, Denmark"
24929828,Loth DW,African American or Afro-Caribbean,NR,U.S.
24929828,Loth DW,Hispanic or Latin American,NR,NR
24954085,Della-Morte D,Hispanic or Latin American,NR,U.S.
24927181,Navarini AA,European,NR,U.K.
24925725,Chung SA,European,NR,NR
24920014,Cozen W,European,NR,U.S.
24916648,Hirokawa M,East Asian,NR,Japan
24916648,Hirokawa M,East Asian,NR,Japan
24962325,Kapoor M,European,NR,U.S.
24916650,Versmissen J,European,NR,"Italy, Netherlands, U.K., Spain, Norway"
24908248,Walsh KM,European,NR,U.S.
24908248,Walsh KM,European,NR,"U.S., Canada"
25015694,Kolek MJ,NR,NR,U.S.
25015694,Kolek MJ,NR,NR,U.S.
24909733,Cook-Sather SD,European,NR,U.S.
24909733,Cook-Sather SD,European,NR,U.S.
24909733,Cook-Sather SD,African American or Afro-Caribbean,NR,U.S.
24903457,Kim YK,East Asian,NR,Republic of Korea
24903457,Kim YK,East Asian,NR,NR
24903457,Kim YK,East Asian,NR,Republic of Korea
24892410,Leu HB,NR,NR,NR
24886709,Ko A,Hispanic or Latin American,NR,Mexico
24886709,Ko A,Hispanic or Latin American,NR,Mexico
24886709,Ko A,Hispanic or Latin American,NR,Mexico
24886709,Ko A,Hispanic or Latin American,NR,Mexico
24751813,Drago A,European,NR,Germany
24871321,Sambo F,European,NR,Finland
24871463,Armstrong DL,European,NR,NR
24958192,Gusareva ES,European,NR,"U.S., Germany"
24958192,Gusareva ES,European,NR,France
24861552,Rafnar T,European,NR,Iceland
24861552,Rafnar T,European,NR,"Sweden, Italy, Netherlands, Romania, Belgium, Germany, U.K., Spain, Hungary, Slovakia"
24861553,Wen W,East Asian,NR,"U.S., China, Japan"
24861553,Wen W,East Asian,NR,"U.S., Republic of Korea, Singapore, China, Japan"
24861553,Wen W,South East Asian,NR,"Singapore, Philippines"
24863034,Urano T,East Asian,NR,Japan
24852370,Zhan M,East Asian,NR,China
24852370,Zhan M,East Asian,NR,China
24850809,Verweij N,European,NR,Netherlands
24842889,Vacic V,Other,Israel,"U.S., Israel"
24847101,Rudkowska I,NR,NR,Canada
24836286,Zhang B,European,NR,"U.S., Canada, Germany, France"
24832863,Wetherill L,European,NR,U.S.
24832863,Wetherill L,European,NR,U.S.
24837172,Juyal G,South Asian,NR,India
24837172,Juyal G,South Asian,NR,India
24823311,Guan W,European,NR,"U.S., Italy"
24824216,Myers RA,European,NR,"U.S., Barbados, Mexico"
24824216,Myers RA,African American or Afro-Caribbean,NR,"U.S., Barbados, Mexico"
24824216,Myers RA,Hispanic or Latin American,NR,"U.S., Barbados, Mexico"
24823311,Guan W,European,NR,"U.S., Italy"
24825563,McDonald ML,African American or Afro-Caribbean,NR,U.S.
24823311,Guan W,European,NR,"U.S., Italy"
24823311,Guan W,European,NR,"U.S., Italy"
24816252,Shin SY,European,NR,Germany
24816252,Shin SY,European,NR,U.K.
24847357,Ye Z,European,NR,U.S.
24800985,Agopian AJ,"European, Other",NR,NR
24800985,Agopian AJ,European,NR,NR
24795349,Saxena R,European,NR,"Finland, Sweden, U.S., Italy, Portugal, Greece, Belgium, Germany, U.K., Switzerland, Spain, Estonia, France, Denmark"
24795349,Saxena R,South Asian,NR,NR
24827717,Yang F,East Asian,NR,China
24782177,Jiang L,East Asian,NR,China
24782177,Jiang L,European,NR,NR
24782177,Jiang L,East Asian,NR,China
24797007,Holliday EG,European,NR,"Sweden, U.S."
24797007,Holliday EG,European,NR,Australia
24770881,Nelson PT,NR,NR,U.S.
24770881,Nelson PT,NR,NR,U.S.
24816038,Postmus I,"European, Other",NR,"Netherlands, U.K., Republic of Ireland"
24816038,Postmus I,NR,NR,NR
24770850,Cousminer DL,European,NR,"Australia, Greece, U.K."
24770850,Cousminer DL,European,NR,"Finland, Netherlands, Greece, U.K."
24763700,Vinayagamoorthy N,East Asian,NR,Republic of Korea
24768677,de Boer YS,European,NR,"Germany, Switzerland"
24755620,Perez-Palma E,European,NR,U.S.
24753544,Knipe DW,European,NR,NR
24882193,Winham SJ,European,NR,U.S.
24882193,Winham SJ,European,NR,U.S.
24882193,Winham SJ,European,NR,U.S.
24882193,Winham SJ,European,NR,U.S.
24722205,Kwak SH,East Asian,NR,Republic of Korea
24722205,Kwak SH,East Asian,NR,Republic of Korea
24722205,Kwak SH,East Asian,NR,Republic of Korea
24722205,Kwak SH,East Asian,NR,Republic of Korea
24740154,Lange EM,European,NR,U.S.
24737549,Yoon KA,East Asian,NR,Republic of Korea
24737748,Whiffin N,European,NR,"U.S., Australia, Canada, U.K."
24737748,Whiffin N,European,NR,"Sweden, U.K."
24736177,Sprooten E,Hispanic or Latin American,NR,U.S.
24728293,Styrkarsdottir U,European,NR,Iceland
24714607,Dijkstra AE,European,NR,Netherlands
24714607,Dijkstra AE,European,NR,"U.S., Poland, Netherlands, Germany, Norway"
24952865,Akerblom A,NR,NR,NR
24700089,Miura K,East Asian,NR,Japan
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia"
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"France, Finland, Sweden, U.K."
24699409,Prokopenko I,European,NR,"France, Finland, Sweden, U.K."
24699409,Prokopenko I,European,NR,"Austria, France, Germany, U.S., Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"France, Finland, Sweden, U.K."
24699409,Prokopenko I,European,NR,"France, Finland, Sweden, U.K."
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"U.S., Austria, France, Germany, Netherlands, Switzerland, Denmark, Finland, Republic of Ireland, Sweden, U.K., Greece, Italy, Montenegro, Serbia, Spain"
24699409,Prokopenko I,European,NR,"France, Finland, Sweden, U.K."
24688116,Deelen J,European,NR,"Sweden, Italy, Netherlands, U.K., Estonia, France, Denmark"
24688116,Deelen J,European,NR,"Iceland, Italy, Netherlands, Germany, U.K., Denmark"
24688116,Deelen J,European,NR,"Iceland, Italy, Netherlands, Germany, U.K., Denmark"
24677629,Wolf EJ,European,NR,U.S.
24676358,Viktorin A,European,NR,Sweden
24676358,Viktorin A,European,NR,Sweden
24675659,Hartiala J,European,NR,NR
24675659,Hartiala J,European,NR,NR
24667120,Zhang TX,European,NR,U.S.
24680774,Mezzavilla M,European,NR,Italy
24665060,Argos M,South Asian,NR,Bangladesh
24662972,Figueroa JD,European,NR,"U.S., Spain"
24665060,Argos M,South Asian,NR,Bangladesh
24658283,Zhang R,East Asian,NR,China
24658283,Zhang R,East Asian,NR,China
24651765,Williams SR,African unspecified,NR,NR
24651765,Williams SR,Other,NR,NR
24656865,Woo D,European,NR,"Sweden, U.S., Poland, Spain"
24656865,Woo D,European,NR,U.S.
24656865,Woo D,Hispanic or Latin American,NR,U.S.
24625756,Yu B,African American or Afro-Caribbean,NR,U.S.
24684796,Cox AJ,NR,NR,NR
24603532,Nongpiur ME,South Asian,NR,Singapore
24603532,Nongpiur ME,South East Asian,NR,Singapore
24595857,Sandholm N,European,NR,Finland
24123702,Chung CM,East Asian,China,China
24123702,Chung CM,East Asian,China,China
24487271,Weizman A,European,NR,U.S.
24487271,Weizman A,European,NR,U.S.
24578125,Olden M,European,NR,"Italy, Croatia, Switzerland"
24578207,Opherk C,European,NR,"Italy, Netherlands, Germany, U.K., Spain, France"
24586183,Medici M,European,NR,"Finland, U.S., Australia, Italy, Netherlands, Germany, U.K."
24586183,Medici M,European,NR,"Italy, Belgium, Germany, U.K., Denmark"
24586183,Medici M,European,NR,"Finland, U.S., Australia, Italy, Netherlands, Germany, U.K."
24582949,Docampo E,European,NR,Spain
24582949,Docampo E,European,NR,Spain
24571439,Nudel R,European,NR,U.K.
24571439,Nudel R,European,NR,NR
24574247,Yuan H,"NR, European",NR,NR
24574247,Yuan H,"NR, African American or Afro-Caribbean, European, Asian unspecified",NR,NR
24564958,St Pourcain B,European,NR,U.K.
24554482,Leger PD,European,NR,U.S.
24554482,Leger PD,Hispanic or Latin American,NR,U.S.
24554482,Leger PD,Hispanic or Latin American,NR,U.S.
24586186,Rueedi R,Other,NR,Brazil
24839885,Benke KS,European,NR,"Australia, Netherlands"
24839885,Benke KS,NR,NR,Netherlands
24556642,Zeng Z,European,NR,NR
24535457,Chouraki V,European,NR,"U.S., Netherlands, France"
24556642,Zeng Z,European,NR,NR
24535457,Chouraki V,European,NR,"U.S., Netherlands, France"
24532677,Bossini-Castillo L,European,NR,Sweden
24532676,Kim K,European,NR,"Canada, U.S., Netherlands, Sweden, U.K., Spain"
24513273,Yang B,East Asian,NR,NR
24518671,Nag A,European,NR,U.K.
