PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT,ADDITONAL ANCESTRY DESCRIPTION
29364747,Jonsson L,European,NR,NA,
29354237,Kim HA,East Asian,NR,Republic of Korea,
29354237,NA,East Asian,NR,Republic of Korea,
29292387,Turley P,European,NR,NR,
29292387,Turley P,European,NR,NR,
29263008,Guerreiro R,European,NA,"Canada, U.S., Australia, France, Germany, Netherlands, Finland, U.K., Portugal, Spain",
29263008,Guerreiro R,European,NA,U.S.,
29354237,NA,East Asian,NR,Republic of Korea,NA
29292387,Turley P,European,NR,NR,
29292387,Turley P,European,NR,NR,
29292387,Turley P,European,NR,NR,
29292387,Turley P,NA,NR,NR,
29288229,McCormack M,NA,NR,NR,
29288229,McCormack M,East Asian,NR,NR,
29288229,McCormack M,European,NR,NR,
29288229,NA,East Asian,NA,NR,
29288229,NA,European,NR,"Canada, Brazil, U.K.",
29288229,McCormack M,European,NR,NR,
29288229,McCormack M,NA,NR,NR,
29288229,McCormack M,European,NR,NR,
29288229,McCormack M,NA,NR,NA,
29271184,Chung GE,East Asian,NR,Republic of Korea,
29271184,Chung GE,NA,NR,Republic of Korea,
29278698,NA,European,NR,Poland,
29273593,Duan L,NA,NR,China,
29273593,Duan L,East Asian,NR,NA,
29273806,NA,European,NR,"U.S., Canada, Australia, Austria, France, Germany, Netherlands, Switzerland, Russian Federation, Denmark, Finland, Iceland, Sweden, U.K., NR",
29273806,Demenais F,European,NR,"Canada, U.S., Australia, Austria, France, Germany, Netherlands, Switzerland, Russian Federation, Denmark, Sweden, U.K., NR",
29273806,Demenais F,East Asian,NR,Japan,Japanese
29273806,Demenais F,Hispanic or Latin American,NR,NA,Latino
29273806,Demenais F,"African unspecified, African American or Afro-Caribbean",NR,U.S.,
29273806,Demenais F,European,NR,"U.S., Canada, Australia, Austria, France, Germany, Netherlands, Switzerland, Russian Federation, Denmark, Finland, Iceland, Sweden, U.K., NR",NA
29273806,Demenais F,East Asian,NA,Japan,Japanese
29273806,NA,NA,NR,U.S.,Latino
29263402,Han Y,East Asian,NR,Singapore,Chinese (Cantonese and Hokkiens)
29263402,Han Y,South Asian,NR,Singapore,Asian Indian
29263402,Han Y,South East Asian,NR,Singapore,Malay
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,NA
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NA,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NA,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NA,NA
29274321,Chung J,European,NR,NR,
29274321,NA,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NA,NR,
29274321,NA,European,NR,NR,NA
29274321,Chung J,European,NR,NR,
29274321,Chung J,European,NR,NR,
29266176,Inaba H,European,NR,U.S.,
29266176,NA,NA,NR,U.S.,
29266176,Inaba H,NR,NR,U.S.,
29253858,Bohman A,European,NR,Sweden,
29255261,Luciano M,European,NR,U.K.,
29255261,Luciano M,European,NR,"Australia, U.S., NR",
29505938,Dunn EC,Hispanic or Latin American,NR,U.S.,
29505938,Dunn EC,Hispanic or Latin American,NR,U.S.,
29253144,Voigt EA,European,NR,U.S.,
29253144,Voigt EA,African American or Afro-Caribbean,NR,U.S.,
29240982,Mitchell JA,European,NA,U.S.,
29240982,Mitchell JA,"African unspecified, Asian unspecified",NR,U.S.,
29240982,Mitchell JA,European,NR,U.S.,NA
29240982,Mitchell JA,European,NR,U.S.,
29240982,NA,"African unspecified, Asian unspecified",NR,U.S.,
29240982,Mitchell JA,European,NR,NA,
29240982,Mitchell JA,European,NR,U.S.,
29240982,Mitchell JA,"African unspecified, Asian unspecified",NR,U.S.,
29240982,Mitchell JA,European,NR,U.S.,
29253144,Voigt EA,European,NR,U.S.,
29253144,Voigt EA,African American or Afro-Caribbean,NR,U.S.,
29235454,Choquet H,European,NR,U.S.,Non-Hispanic White
29235454,Choquet H,Hispanic or Latin American,NR,U.S.,
29235454,Choquet H,East Asian,NR,U.S.,
29235454,Choquet H,African American or Afro-Caribbean,NR,U.S.,
29235454,Choquet H,"European, Asian unspecified",NA,NR,European and Asian ancestry (see Springelkamp 2017)
29230059,Sanchez-Roige S,European,NA,NR,
29230059,Sanchez-Roige S,European,NR,NR,
29221444,Divers J,African American or Afro-Caribbean,NR,U.S.,
29221444,Divers J,African American or Afro-Caribbean,NR,U.S.,
29221444,Divers J,African American or Afro-Caribbean,NR,U.S.,
29221444,Divers J,African American or Afro-Caribbean,NR,U.S.,NA
29221444,NA,African American or Afro-Caribbean,NR,U.S.,
29221444,NA,African American or Afro-Caribbean,NR,U.S.,
29217827,Sanders AR,NA,NR,NR,
29208002,Kim M,East Asian,NR,NA,
29212778,van der Harst P,NR,NR,U.K.,
29212778,van der Harst P,NR,NR,"NR, U.K.",
29212778,van der Harst P,NR,NR,"U.K., NR",
29212900,Li C,East Asian,NR,China,Han Chinese
29212900,Li C,East Asian,NR,U.S.,
29212900,Li C,East Asian,NR,China,Han Chinese
29212900,Li C,East Asian,NR,U.S.,
29210060,Koster R,European,NR,"Canada, U.S., Australia, U.K., Italy, Spain",
29210060,Koster R,Hispanic or Latin American,NR,Brazil,Brazilian
29220522,Liu F,NA,NR,U.S.,"South American, South Asian or Middle Eastern"
29220522,Liu F,NA,NA,"Netherlands, U.K., Australia",
29220522,Liu F,European,NR,"U.S., Netherlands, Poland",
29220522,Liu F,East Asian,NR,China,Han Chinese
29220522,Liu F,Other,NA,China,Uyghur
29220522,NA,Hispanic or Latin American,NR,"Mexico, Brazil, Chile, Colombia, Peru","48% European, 46% Native American, 6% African"
29212778,van der Harst P,NR,NR,NA,
29212778,van der Harst P,NR,NR,"U.K., NR",
29208002,Kim M,East Asian,NR,Republic of Korea,
29213071,Mendez-Giraldez R,Hispanic or Latin American,NR,U.S.,"Mexican, Puerto Rican, Dominican, Cuban, Central American, South American"
29207912,Nishizawa D,East Asian,NR,Japan,Japanese
29207912,Nishizawa D,East Asian,NR,Japan,Japanese
29212900,Li C,East Asian,NR,China,Han Chinese
29212900,Li C,East Asian,NR,U.S.,
29212900,Li C,East Asian,NR,China,Han Chinese
29212900,NA,East Asian,NR,U.S.,
29206233,Shendre A,African American or Afro-Caribbean,NR,U.S.,NA
29206233,NA,African American or Afro-Caribbean,NR,U.S.,NA
29206233,Shendre A,African American or Afro-Caribbean,NR,U.S.,Black non-Hispanic
29325848,Martin J,European,NR,"U.S., Germany, Denmark, Norway, U.K., Spain, NR, Canada",NA
29325848,Martin J,European,NR,"Canada, U.S., Germany, Denmark, Norway, U.K., Spain, NR",
29203360,Sanders MGH,"European, NR",NR,"Netherlands, NR",
29325848,Martin J,European,NR,"Canada, U.S., Germany, Denmark, Norway, U.K., Spain, NR",NA
29196614,Sud A,European,NR,"Germany, U.K.",NA
29196614,Sud A,NR,NR,U.K.,
29227965,NA,European,NA,U.K.,British
29227965,Pilling LC,European,NR,U.K.,British
29227965,Pilling LC,European,NR,U.K.,British
29227965,NA,European,NR,U.K.,British
29227965,Pilling LC,European,NR,U.K.,NA
29227965,Pilling LC,NA,NR,U.K.,British
29227965,Pilling LC,European,NR,U.K.,British
29237677,Salo PP,NA,NR,Finland,Finnish
29237677,Salo PP,European,NR,NA,Finnish
29251981,Weafer J,European,NR,U.S.,Caucasian non-Hispanic
29212897,Salminen A,European,NR,Finland,Finnish
29237677,Salo PP,European,NR,Finland,Finnish
29237677,NA,European,NR,Finland,Finnish
29237677,Salo PP,European,NR,Finland,Finnish
29237677,Salo PP,European,NA,Finland,Finnish
29237677,Salo PP,European,NA,Finland,Finnish
29237677,Salo PP,European,NR,Finland,Finnish
29196614,Sud A,European,NR,"Germany, U.K.",
29196614,Sud A,NR,NR,U.K.,
29196614,Sud A,European,NR,"Germany, U.K.",
29196614,Sud A,NR,NR,U.K.,
29198719,Shaffer JR,European,NR,NA,
29198719,Shaffer JR,Hispanic or Latin American,NR,"Mexico, Brazil, Chile, Colombia, Peru",
29198719,Shaffer JR,East Asian,NR,China,Han Chinese
29198719,Shaffer JR,European,NR,U.S.,NA
29198719,Shaffer JR,Hispanic or Latin American,NR,"Brazil, Mexico, Chile, Colombia, Peru",
29198719,Shaffer JR,NA,NR,China,Han Chinese
29195075,NA,Sub-Saharan African,NR,South Africa,"?ÇíKhomani San, Nama"
29195075,Martin AR,Sub-Saharan African,NR,NA,"?ÇíKhomani San, Nama"
29187748,Morey RA,African American or Afro-Caribbean,NR,NA,Non-Hispanic Black
29187748,Morey RA,European,NA,U.S.,Non-Hispanic White
29187748,Morey RA,African American or Afro-Caribbean,NR,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,U.S.,Non-Hispanic White
29187748,Morey RA,African American or Afro-Caribbean,NR,U.S.,Non-Hispanic Black
29187748,NA,NA,NR,U.S.,Non-Hispanic White
29187748,Morey RA,African American or Afro-Caribbean,NR,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,U.S.,Non-Hispanic White
29187748,Morey RA,African American or Afro-Caribbean,NA,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,NA,Non-Hispanic White
29187748,Morey RA,NA,NR,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,U.S.,Non-Hispanic White
29187748,Morey RA,African American or Afro-Caribbean,NR,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,U.S.,Non-Hispanic White
29187730,NA,European,NR,U.K.,
29195075,Martin AR,Sub-Saharan African,NR,South Africa,"?ÇíKhomani San, Nama"
29195075,Martin AR,NA,NR,South Africa,"?ÇíKhomani San, Nama"
29187748,Morey RA,African American or Afro-Caribbean,NR,U.S.,Non-Hispanic Black
29187748,Morey RA,European,NR,U.S.,Non-Hispanic White
29187746,Howard DM,European,NR,U.K.,
29187746,Howard DM,NA,NR,U.K.,
29187730,Ward J,European,NR,U.K.,
29188820,Kotnik P,NR,NR,Slovenia,
29188820,NA,NR,NR,Slovenia,
29186694,Lam M,European,NR,NR,
29423119,Khan S,NR,NR,U.K.,
29423119,Khan S,European,NR,"Germany, Finland",
29423119,Khan S,NR,NA,U.K.,
29423119,Khan S,European,NR,"Germany, Finland",
29186694,Lam M,European,NR,NR,
29178545,Gao C,Hispanic or Latin American,NA,U.S.,Mexican American
29178545,NA,Hispanic or Latin American,NR,NA,Mexican American
29868224,Sallah N,Sub-Saharan African,NR,NA,Ugandan
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,NA,NA,U.S.,Mexican American
29868224,Sallah N,Sub-Saharan African,NR,Uganda,Ugandan
29868224,Sallah N,Sub-Saharan African,NR,Uganda,Ugandan
29868224,Sallah N,Sub-Saharan African,NR,Uganda,Ugandan
29186428,Tonjes A,European,NR,NA,Sorbian
29186428,Tonjes A,NA,NA,NA,
29178545,Gao C,Hispanic or Latin American,NR,NA,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,NA
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29178545,Gao C,Hispanic or Latin American,NR,U.S.,Mexican American
29413154,Shadrin AA,European,NR,NA,
29299148,Liu W,European,NR,NA,Swedish
29170429,Hachiya T,East Asian,NA,Japan,Japanese
29170203,Alonso N,European,NR,"Australia, Denmark, U.K., Slovenia, Spain",
29170203,Alonso N,European,NR,"U.K., Italy, Spain",
29170203,Alonso N,NR,NA,U.K.,
29168253,Seielstad M,European,NR,U.S.,
29168253,NA,European,NR,U.S.,
29168253,Seielstad M,European,NR,U.S.,
29168253,Seielstad M,European,NR,U.S.,
29158497,Kadalayil L,European,NR,"Australia, Germany, Finland, U.K.",
29158497,Kadalayil L,European,NR,U.K.,"White/Caucasian, eastern European, Jewish, Greek"
29158497,Kadalayil L,NR,NR,U.K.,NA
29160300,Oetting WS,European,NR,U.S.,European American
29158487,Heckerman D,European,NR,Italy,Sirente (founder/genetic isolate)
29158487,Heckerman D,European,NR,Italy,NA
29158487,NA,European,NR,Italy,Sirente (founder/genetic isolate)
29158487,Heckerman D,European,NR,Italy,Sirente (founder/genetic isolate)
29158487,Heckerman D,European,NR,Italy,NA
29158487,Heckerman D,European,NR,Italy,
29158487,Heckerman D,European,NR,Italy,Sirente (founder/genetic isolate)
29158487,Heckerman D,European,NR,Italy,Sirente (founder/genetic isolate)
29151059,NA,South Asian,NR,Bangladesh,Bangladeshi
29146897,Pirastu N,European,NR,NA,
29146897,Pirastu N,European,NR,"U.S., NR",European American
29146897,Pirastu N,NR,NR,U.K.,
29147026,Chen CH,European,NR,NR,
29145611,Hu Y,European,NR,NR,See Locke (PubMed 25673413) for BMI and Shungin (PubMed 25673412) for WHR
29145611,Hu Y,NR,NR,NR,
29130521,Christopher L,NA,NR,NA,
29127183,Seyerle AA,Hispanic or Latin American,NR,NA,Cuban
29127183,Seyerle AA,European,NA,U.S.,
29127183,Seyerle AA,African American or Afro-Caribbean,NR,U.S.,NA
29127183,Seyerle AA,East Asian,NR,NR,
29124805,Carlson JC,Hispanic or Latin American,NR,Brazil,Brazilian
29124805,Carlson JC,East Asian,NR,Mongolia,
29124805,Carlson JC,NR,NR,NR,
29124805,Carlson JC,European,NR,NR,
29124805,Carlson JC,Asian unspecified,NR,NA,
29124805,Carlson JC,NR,NR,Philippines,Filipino
29124805,Carlson JC,African unspecified,NR,"Nigeria, NR, Ethiopia",
29124805,Carlson JC,Asian unspecified,NR,"China, India, Philippines",
29124805,Carlson JC,Hispanic or Latin American,NR,"Guatemala, U.S., Colombia, Argentina, Puerto Rico",Latin/South American
29124805,Carlson JC,European,NR,"U.S., Turkey, Hungary, Denmark, Spain",
29123153,Lee TH,East Asian,NR,Taiwan,Han Chinese
29123153,Lee TH,East Asian,NR,Taiwan,Han Chinese
29121268,Amare AT,European,NR,"Australia, U.S., NR",
29121268,Amare AT,East Asian,NR,"China, Japan",
29121268,Amare AT,NR,NR,NR,
29121268,Amare AT,European,NA,"Australia, U.S., NR",
29121268,Amare AT,East Asian,NA,"China, Japan",
29121268,Amare AT,NR,NR,NR,
29118346,Sakamoto Y,East Asian,NR,Japan,
29112194,Agrawal A,European,NR,"U.S., Australia",
29112194,Agrawal A,European,NA,"U.S., Australia",
29112194,Agrawal A,European,NR,U.S.,
29112194,Agrawal A,African American or Afro-Caribbean,NA,U.S.,
29209388,NA,East Asian,NR,Republic of Korea,
29209388,NA,East Asian,NR,Republic of Korea,
29097723,Darlow JM,European,NR,NA,
29097723,Darlow JM,European,NR,NA,
29097388,Magvanjav O,European,NR,U.S.,
29097388,Magvanjav O,European,NR,U.S.,
29097388,Magvanjav O,Hispanic or Latin American,NR,Puerto Rico,
29246731,de Toro-Martin J,NR,NR,Canada,
29246731,de Toro-Martin J,NA,NR,Canada,
29109912,Rawofi L,East Asian,NR,Canada,
29109912,Rawofi L,East Asian,NR,Canada,
29097388,Magvanjav O,NA,NR,U.S.,
29097388,Magvanjav O,NA,NR,U.S.,
29097388,Magvanjav O,Hispanic or Latin American,NR,Puerto Rico,
29097388,Magvanjav O,European,NR,U.S.,
29097388,Magvanjav O,European,NR,U.S.,
29097388,Magvanjav O,Hispanic or Latin American,NR,Puerto Rico,
29109912,Rawofi L,East Asian,NR,NA,
29109912,Rawofi L,East Asian,NR,Canada,
29093273,Almgren P,NA,NR,NA,
29093273,Almgren P,European,NR,NA,
29093273,Almgren P,European,NR,Sweden,
29093273,Almgren P,European,NR,Finland,
29093273,Almgren P,European,NR,Sweden,
29093273,NA,European,NR,Finland,
29093273,Almgren P,European,NR,Sweden,
29093273,Almgren P,European,NA,NA,
29093273,Almgren P,European,NR,Sweden,
29093273,Almgren P,European,NR,Finland,
29093273,NA,European,NR,Sweden,NA
29093273,NA,European,NR,NA,NA
29093273,NA,NA,NR,Sweden,
29093273,Almgren P,European,NR,Finland,
29093273,NA,European,NA,Sweden,
29093273,Almgren P,European,NA,Finland,
29109912,Rawofi L,NA,NR,Canada,
29109912,Rawofi L,East Asian,NR,Canada,
29093273,Almgren P,European,NR,Sweden,
29093273,Almgren P,European,NR,Finland,
29104669,Chen L,East Asian,NR,China,Chinese
29104669,NA,East Asian,NR,China,Chinese
29066854,Lin BD,European,NR,Netherlands,Dutch
29066854,Lin BD,NR,NR,U.K.,
29066854,Lin BD,European,NR,Netherlands,Dutch
29066854,Lin BD,NA,NR,U.K.,
29066854,Lin BD,European,NR,Netherlands,Dutch
29066854,Lin BD,NR,NR,U.K.,
29066854,Lin BD,European,NR,Netherlands,Dutch
29066854,Lin BD,NR,NR,U.K.,
29066854,NA,European,NR,Netherlands,Dutch
29066854,Lin BD,NR,NR,U.K.,NA
29095316,Suh Y,East Asian,NR,Republic of Korea,Korean
29095316,Suh Y,East Asian,NR,Republic of Korea,Korean
29095316,Suh Y,East Asian,NR,NA,NA
29029846,Schormair B,European,NR,NA,
29029846,Schormair B,European,NR,NR,
29093028,Corre T,European,NR,"Switzerland, U.K., Croatia, Italy",
29093028,Corre T,European,NR,"Switzerland, U.K., Croatia, Italy",
29059430,Morton LM,European,NR,"Canada, U.S.",
29059430,Morton LM,NA,NR,"Canada, U.S.",
29059430,Morton LM,European,NR,"Canada, U.S.",
29095316,Suh Y,East Asian,NR,Republic of Korea,Korean
29093028,Corre T,European,NR,"Switzerland, U.K., Croatia, Italy",
29095316,Suh Y,East Asian,NR,Republic of Korea,Korean
29082582,Almli LM,African American or Afro-Caribbean,NR,U.S.,
29082582,Almli LM,NA,NR,U.S.,
29082582,NA,African unspecified,NR,U.S.,
29082582,Almli LM,"Native American, Hispanic or Latin American",NR,U.S.,
29082582,NA,NR,NR,U.S.,
29082582,NA,Asian unspecified,NR,U.S.,
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,NA
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,European,NA,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,NA
29084231,NA,European,NA,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,NA,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,NA,NA,Finland,Finnish
29084231,Davis JP,European,NA,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,NA
29084231,Davis JP,European,NR,NA,NA
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,NA
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NA,Finland,Finnish
29084231,NA,NA,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,NA
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NA,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,NA,NR,Finland,Finnish
29084231,Davis JP,NA,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,NA,European,NR,Finland,Finnish
29084231,Davis JP,NA,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,NA,Finnish
29084231,Davis JP,European,NR,Finland,Finnish
29083406,Ferreira MA,European,NR,"U.S., Australia, Germany, Netherlands, Norway, Sweden, U.K., NR",
29077507,NA,African American or Afro-Caribbean,NR,U.S.,
29077507,Chen H,Asian unspecified,NR,U.S.,
29077507,Chen H,European,NR,U.S.,
29077507,Chen H,Hispanic or Latin American,NR,U.S.,
29077507,Chen H,African American or Afro-Caribbean,NR,U.S.,
29077507,Chen H,Asian unspecified,NR,U.S.,
29077507,Chen H,European,NR,U.S.,
29077507,Chen H,Hispanic or Latin American,NR,U.S.,
29077507,Chen H,African American or Afro-Caribbean,NR,U.S.,
29077507,Chen H,Asian unspecified,NR,U.S.,NA
29077507,Chen H,European,NR,U.S.,
29077507,Chen H,NA,NR,U.S.,
29077507,Chen H,African American or Afro-Caribbean,NR,U.S.,
29077507,NA,East Asian,NR,Republic of Korea,
29077507,NA,European,NA,"U.S., Australia, Germany, Switzerland",
29107063,Yashin AI,NA,NR,NR,
29107063,Yashin AI,NA,NR,NR,
29107063,Yashin AI,NR,NR,NA,NA
29107063,Yashin AI,European,NR,NR,
29107063,Yashin AI,African unspecified,NR,NR,
29107063,Yashin AI,NR,NR,NR,
29229094,Condreay L,European,NR,NA,non-Hispanic White
29071344,Zhou H,African American or Afro-Caribbean,NR,U.S.,NA
29071344,Zhou H,European,NR,U.S.,European American
29071344,Zhou H,African American or Afro-Caribbean,NR,U.S.,African American
29071344,Zhou H,European,NR,U.S.,European American
29065906,Joo YB,East Asian,NR,Republic of Korea,Korean
29064472,Lencer R,African unspecified,NR,NR,
29064472,Lencer R,European,NR,NR,Caucasian
29064472,Lencer R,African unspecified,NR,NR,
29064472,Lencer R,European,NR,NR,Caucasian
29064472,Lencer R,African unspecified,NR,NR,
29064472,Lencer R,European,NR,NA,Caucasian
29065852,Hallengren E,European,NR,Sweden,Swedish
29065852,Hallengren E,European,NR,Sweden,Swedish
29064472,Lencer R,NA,NR,NR,
29064472,Lencer R,European,NR,NR,Caucasian
29064472,Lencer R,African unspecified,NR,NR,
29064472,Lencer R,European,NR,NR,Caucasian
29064472,NA,African unspecified,NR,NR,
29064472,Lencer R,European,NR,NR,Caucasian
29059683,Michailidou K,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Israel, Belarus, Poland, Russian Federation, Denmark, Finland, Norway, Sweden, U.K., Greece, Italy, Spain, The former Yugoslav Republic of Macedonia, NR",
29059683,Michailidou K,East Asian,NR,"Canada, U.S., China, Japan, Republic of Korea, Malaysia, Singapore, Thailand, NR, Taiwan",
29059683,NA,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Belarus, Poland, Denmark, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29064910,Kure Fischer E,European,NR,NA,
29064910,Kure Fischer E,African unspecified,NR,NR,
29064910,Kure Fischer E,NR,NA,NR,
29058489,Ogata S,East Asian,NR,Japan,
29058489,Ogata S,NA,NR,NR,
29058716,Milne RL,European,NR,"U.S., Australia, Canada, Austria, Belgium, France, Germany, Netherlands, South Africa, Israel, Hungary, Poland, Russian Federation, Denmark, Finland, Republic of Ireland, Latvia, Lithuania, Sweden, U.K., Greece, Italy, Portugal, Spain",
29058716,Milne RL,European,NR,"U.S., Australia, Canada, Austria, Belgium, France, Germany, Netherlands, South Africa, Israel, Czech Republic, Poland, Russian Federation, Denmark, Finland, Republic of Ireland, Latvia, Lithuania, Sweden, U.K., Greece, Italy, Portugal, Spain",
29058716,Milne RL,European,NR,NA,
29058716,Milne RL,NA,NR,"Canada, U.S., Australia, New Zealand, Austria, Belgium, France, Germany, Netherlands, South Africa, Israel, Belarus, Czech Republic, Poland, Russian Federation, Denmark, Finland, Republic of Ireland, Latvia, Lithuania, Norway, Sweden, U.K., Greece, Italy, Portugal, Spain, NR",
29057527,Ballantine JL,African American or Afro-Caribbean,NR,U.S.,
29057527,Ballantine JL,Hispanic or Latin American,NR,U.S.,
29057527,Ballantine JL,European,NR,NA,
29057527,Ballantine JL,Native American,NR,U.S.,
29057527,Ballantine JL,NR,NR,U.S.,
29057527,NA,NR,NR,U.S.,
29058377,Sanchez-Roige S,European,NR,NR,
29058489,Ogata S,East Asian,NR,Japan,
29058489,Ogata S,East Asian,NR,NR,
29058716,Milne RL,European,NR,NA,
29058716,Milne RL,European,NR,"Canada, U.S., Australia, New Zealand, Belgium, France, Germany, Netherlands, Belarus, Poland, Denmark, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain",
29051540,Marenholz I,European,NR,Germany,
29051540,Marenholz I,European,NR,"U.S., Germany",
29059373,Li Y,European,NR,NR,
29059373,Li Y,European,NR,NR,
29051540,Marenholz I,European,NR,Germany,NA
29051540,Marenholz I,European,NR,"U.S., Germany",
29051540,Marenholz I,European,NR,Germany,
29051540,Marenholz I,European,NR,"U.S., Germany",
29051540,Marenholz I,European,NA,Germany,
29051540,Marenholz I,European,NR,"U.S., Germany",
29066090,NA,European,NR,U.S.,
29066090,Allen RJ,European,NR,U.K.,
29059373,Li Y,NA,NR,NR,
29016859,Ogura Y,East Asian,NR,NR,
29016859,Ogura Y,East Asian,NR,Japan,
29030599,Joshi PK,African American or Afro-Caribbean,NR,U.S.,
29030599,Joshi PK,European,NR,"U.S., Australia, Austria, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, U.K., Italy",
29031612,Hirata J,East Asian,Japan,Japan,
29031612,Hirata J,East Asian,Japan,Japan,
29030101,NA,NR,NR,"U.S., NR",
29030101,Asai Y,European,NR,"Canada, U.S., Australia, Germany",
29030101,Asai Y,NR,NR,"U.S., NR",
29030101,Asai Y,European,NA,"Canada, U.S., Australia, Germany",
29018042,NA,NA,NR,Finland,
29228715,Hofer P,European,NR,Austria,
28990592,Warrington NM,NA,NR,"Denmark, Norway, U.K.",
28990592,Warrington NM,European,NR,"Canada, Australia, Netherlands, U.K., Greece, Spain, NR",
28990592,Warrington NM,European,NR,"Denmark, U.K.",
28990592,Warrington NM,European,NA,"Australia, Netherlands, U.K., Greece, Spain",
